RIAD_CODE;BIC;COUNTRY_OF_REGISTRATION;NAME;BOX;ADDRESS;POSTAL;CITY;CATEGORY;HEAD_COUNTRY_OF_REGISTRATION;HEAD_NAME;HEAD_RIAD_CODE;RESERVE;EXEMPT;RIAD_CODE2
PT278;;PT;GRENKE BANK AG - SUCURSAL EM PORTUGAL;;AV. D. JO?O II, EDIF. ADAMASTOR, TORRE B, 9-I, PISO 10C;1990-077;Lisboa;Credit institution S122;DE;GRENKE BANK AG;DE00233;Y;N;PT278
FR24733;;FR;Bank of Montreal Europe plc;;;;;Credit institution S122;IE;Bank of Montreal Europe PLC;IEBMIXXX;Y;N;FR24733
ES1568;;ES;Orange Bank, S.A., Sucursal en España;;Ps Club Deportivo, 1;28223;Madrid;Credit institution S122;FR;ORANGE BANK;FR18370;Y;N;ES1568
IT0004817610962;NTSBITM1XXX;IT;N26 BANK GMBH;;VIA POLA, 11;20124;MILANO;Credit institution S122;DE;N26 Bank GmbH;DE05889;Y;N;IT0004817610962
IT0004886162775;;IT;CREDIT SUISSE BANK (EUROPE), S.A.;;VIA SANTA MARGHERITA, 3;20121;MILANO;Credit institution S122;ES;Credit Suisse Bank (Europe), S.A.;ESA79192258;Y;N;IT0004886162775
IEIIBXXX;;IE;KBC Bank Ireland plc;DN;Sandwith Street;D02 X489;Dublin;Credit institution S122;;;;Y;N;IEIIBXXX
IEINGBNK;;IE;ING Bank NV;DN;Block 4, Dundrum Town Centre, Sandyford Road, Dundrum;D16A4W6;Dublin;Credit institution S122;NL;ING Bank N.V.;NL163;Y;N;IEINGBNK
IEIRPERM;;IE;permanent tsb plc.;;56-59 St Stephen's Green;D02 H489;Dublin;Credit institution S122;;;;Y;N;IEIRPERM
IEKREDBK;;IE;KBC Bank NV Dublin Branch;DN;KBC House, Sandwith Strret;D01 E4W9;Dublin;Credit institution S122;BE;KBC Bank;BE0462920226;Y;N;IEKREDBK
DE05716;DEKTDE7GXXX;DE;Deutsche Handelsbank AG;;Elsenheimer Straße 41;80687;München;Credit institution S122;;;;Y;N;DE05716
DE05717;SDUEDE33XXX;DE;Sparkasse Düren;Postfach 1;Ecke Schenkelstraße/Zehnthofstraße;52349;Düren, Rheinl;Credit institution S122;;;;Y;N;DE05717
DE05718;PICTDEFFXXX;DE;Pictet & Cie (Europe) S.A., Niederlassung Deutschland;;Neue Mainzer Straße 1;60311;Frankfurt am Main;Credit institution S122;LU;Pictet & Cie (Europe) S.A.;LUB00198;Y;N;DE05718
DE05722;DAKVDEFFXXX;DE;Clearstream Banking Aktiengesellschaft;;Mergenthalerallee 61;65760;Eschborn, Taunus;Credit institution S122;;;;Y;N;DE05722
DE05723;SOLADES1KNZ;DE;Sparkasse Bodensee;Postfach 1;Charlottenstr. 2;88045;Friedrichshafen;Credit institution S122;;;;Y;N;DE05723
DE05727;TCZBDEFFXXX;DE;ZIRAAT BANK INTERNATIONAL AKTIENGESELLSCHAFT;Postfach 1;Myliusstraße 14;60323;Frankfurt am Main;Credit institution S122;;;;Y;N;DE05727
DE05731;MAIFDEFFXXX;DE;Stifel Europe Bank AG;;Kennedyallee 76;60596;Frankfurt am Main;Credit institution S122;;;;Y;N;DE05731
DE05732;PULSDE5WXXX;DE;S Broker AG & Co. KG;Postfach 1;Karl-Bosch-Straße 10;65203;Wiesbaden;Credit institution S122;;;;Y;N;DE05732
DE05734;;DE;BNP PARIBAS LEASE GROUP S.A. Zweigniederlassung Deutschland;Postfach 1;Hohenstaufenring 62;50674;Köln;Credit institution S122;FR;BNP Paribas Lease Group;FR30958;Y;N;DE05734
DE05735;SOLADES1TBB;DE;Sparkasse Tauberfranken;Postfach 1;Hauptstr. 68;97941;Tauberbischofsheim;Credit institution S122;;;;Y;N;DE05735
DE05736;LLIDDED1XXX;DE;De Lage Landen International B.V. Deutsche Niederlassung;Postfach 1;Theo-Champion-Straße 1;40549;Düsseldorf;Credit institution S122;NL;De Lage Landen International B.V.;NL7802;Y;N;DE05736
DE05740;NRWBDEDMXXX;DE;NRW.BANK;;Kavalleriestraße 22;40213;Düsseldorf;Credit institution S122;;;;Y;N;DE05740
DE05741;VONTDEM1XXX;DE;Bank Vontobel Europe AG;Postfach 1;Alter Hof 5;80331;München;Credit institution S122;;;;Y;N;DE05741
DE05742;TVBADEFFXXX;DE;VakifBank International AG, Wien, Zweigniederlassung Deutschland;;Alter Markt 54;50667;Köln;Credit institution S122;AT;VakifBank International AG;AT0000043818077;Y;N;DE05742
DE05744;WELADED1VEL;DE;Sparkasse Hilden Ratingen Velbert;;Friedrichstr. 181;42551;Velbert;Credit institution S122;;;;Y;N;DE05744
DE05749;HSHNDEHHXXX;DE;Hamburg Commercial Bank AG;;Gerhart-Hauptmann-Platz 50;20095;Hamburg;Credit institution S122;;;;Y;N;DE05749
DE05750;IBSHDE21XXX;DE;Investitionsbank Schleswig-Holstein;;Zur Helling 5 - 6;24143;Kiel;Credit institution S122;;;;Y;N;DE05750
DE05751;ESBKDEFFXXX;DE;DenizBank (Wien) AG, Zweigniederlassung Frankfurt am Main;;Münchener Straße 7;60329;Frankfurt am Main;Credit institution S122;AT;DenizBank AG;AT0000027111929;Y;N;DE05751
DE05756;FTSBDEFAXXX;DE;ABN AMRO Bank N.V. Frankfurt Branch;;Mainzer Landstraße 1;60329;Frankfurt am Main;Credit institution S122;NL;ABN AMRO Bank N.V.;NL149;Y;N;DE05756
DE05757;BNYMDEFXXXX;DE;The Bank of New York Mellon SA/NV, Asset Servicing, Niederlassung Frankfurt am Main;;Friedrich-Ebert-Anlage 49 (MesseTurm);60308;Frankfurt am Main;Credit institution S122;BE;THE BANK OF NEW YORK MELLON;BE0806743159;Y;N;DE05757
DE05760;IBBBDEBBXXX;DE;Investitionsbank Berlin;;Bundesallee 210;10719;Berlin;Credit institution S122;;;;Y;N;DE05760
DE05762;DWPBDEFFXXX;DE;Deutsche WertpapierService Bank AG;Postfach 9;Wildunger Straße 14;60487;Frankfurt am Main;Credit institution S122;;;;Y;N;DE05762
DE05770;NZFMDEF1XXX;DE;NIBC BANK N.V. Zweigniederlassung Frankfurt am Main;;Neue Mainzer Straße 52 (Main Tower);60311;Frankfurt am Main;Credit institution S122;NL;NIBC Bank N.V.;NL685;Y;N;DE05770
DE05773;BIWBDE33XXX;DE;flatexDEGIRO Bank AG;;Rotfeder-Ring 7;60327;Frankfurt am Main;Credit institution S122;;;;Y;N;DE05773
DE05776;BTVADE61XXX;DE;Bank für Tirol und Vorarlberg AG, Zweigniederlassung Deutschland;;Neuhauser Straße 5;80331;München;Credit institution S122;AT;Bank für Tirol und Vorarlberg Aktiengesellschaft;AT0000000571933;Y;N;DE05776
DE05777;;DE;Bank of Ireland, Niederlassung Frankfurt;;Taunusanlage 17;60325;Frankfurt am Main;Credit institution S122;IE;The Governor and Company of the Bank of Ireland;IEBKIREL;Y;N;DE05777
DE05778;ESSEDEFFXXX;DE;Skandinaviska Enskilda Banken AB (publ) Frankfurt Branch;Postfach 1;Stephanstraße 14 - 16;60313;Frankfurt am Main;Credit institution S122;SE;Skandinaviska Enskilda Banken AB;SE5020329081;Y;N;DE05778
DE05781;WUIDDEF1XXX;DE;Western Union International Bank GmbH Niederlassung Deutschland;;Solmsstraße 4;60486;Frankfurt am Main;Credit institution S122;AT;Western Union International Bank GmbH;AT0000067035186;Y;N;DE05781
DE05783;AKBKDEFFXXX;DE;AKBANK AG;;Alfred-Herrhausen-Allee 3 - 5, Horizon Tower;65760;Frankfurt am Main;Credit institution S122;;;;Y;N;DE05783
DE05785;FFBKDEFFXXX;DE;FIL Fondsbank GmbH;Postfach 1;Kastanienhöhe 1;61476;Kronberg im Taunus;Credit institution S122;;;;Y;N;DE05785
DE05788;;DE;UniCredit S.p.A. Zweigniederlassung München;;Sederanger 4;80538;München;Credit institution S122;IT;UNICREDIT, SOCIETA' PER AZIONI;IT0000102484824;Y;N;DE05788
FR30087;;FR;Banque CIC Est;;31 RUE JEAN WENGER-VALENTIN;67958;STRASBOURG CEDEX 9;Credit institution S122;;;;Y;N;FR30087
FR30258;BATIFRP1XXX;FR;Banque du bâtiment et des travaux publics - BTP banque;;48 RUE LA PEROUSE;75116;PARIS 16;Credit institution S122;;;;Y;N;FR30258
FR30438;INGBFRPPXXX;FR;ING Bank NV;;IMMEUBLE LUMIERE 40 AVENUE DES TERROIRS DE FRANCE;75012;PARIS 12;Credit institution S122;NL;ING Bank N.V.;NL163;Y;N;FR30438
FR30478;MONTFRPPXXX;FR;Monte Paschi banque S.A.;;11 BOULEVARD DE LA MADELEINE;75001;PARIS 01;Credit institution S122;;;;Y;N;FR30478
FR30568;;FR;Banque Transatlantique S.A.;;26 AVENUE FRANKLIN-ROOSEVELT;75372;PARIS CEDEX 08;Credit institution S122;;;;Y;N;FR30568
FR30588;BARCFRPPXXX;FR;Barclays Bank Ireland;;34/36 avenue de Friedland;75008;PARIS;Credit institution S122;IE;Barclays Bank Ireland plc;IEC36964;Y;N;FR30588
FR30628;CHASFRPPXXX;FR;JPMorgan Chase bank, National Association;;14 PLACE VENDOME;75001;PARIS 01;Credit institution S122;;;;Y;N;FR30628
FR30748;LAZPFRCCXXX;FR;Lazard Frères Banque;;175 BOULEVARD HAUSSMANN;75008;PARIS 08;Credit institution S122;;;;Y;N;FR30748
FR30758;UBSWFRPPXXX;FR;UBS (France) S.A.;;69 BOULEVARD HAUSSMANN;75008;PARIS 08;Credit institution S122;;;;Y;N;FR30758
FR30788;NSMBFRPPXXX;FR;Banque Neuflize OBC;;3 AVENUE HOCHE;75008;PARIS 08;Credit institution S122;;;;Y;N;FR30788
FR30958;;FR;BNP Paribas Lease Group;;12 RUE DU PORT;92000;NANTERRE;Credit institution S122;;;;Y;N;FR30958
FR31489;BSUIFRPPXXX;FR;Crédit agricole corporate and investment bank;;12 PLACE DES ETATS-UNIS;92547;Montrouge Cedex;Credit institution S122;;;;Y;N;FR31489
FR40031;;FR;Caisse des dépôts et consignations - section générale;;56 RUE DE LILLE;75356;PARIS 07SP;Credit institution S122;;;;Y;N;FR40031
FR40398;BICFFRPPXXX;FR;Banque internationale de commerce - BRED;;18 QUAI DE LA RAPEE;75012;PARIS 12;Credit institution S122;;;;Y;N;FR40398
FR40618;BOUSFRPPBDF;FR;Boursorama;;44 RUE TRAVERSIERE;92100;BOULOGNE BILLANCOURT;Credit institution S122;;;;Y;N;FR40618
FR40978;BSPFFRPPXXX;FR;Banque Palatine;;86 RUE DE COURCELLES;75382;PARIS CEDEX08;Credit institution S122;;;;Y;N;FR40978
FR41139;BRASFRPPXXX;FR;Banco do Brasil AG;;0 29 avenue kleber;75116;PARIS;Credit institution S122;AT;Banco do Brasil Aktiengesellschaft;AT0000000537595;Y;N;FR41139
FR41189;;FR;Banco Bilbao Vizcaya Argentaria (BBVA);;29 AVENUE DE L OPERA;75001;PARIS 01;Credit institution S122;ES;Banco Bilbao Vizcaya Argentaria, S.A.;ES0182;Y;N;FR41189
FR41219;BOFAFRPPXXX;FR;BANK OF AMERICA EUROPE DESIGNATED ACTIVITY COMPANY;;51 Rue la Boétie;75008;PARIS;Credit institution S122;IE;Bank of America Europe Designated Activity Company;IEMLCMBX;Y;N;FR41219
FR41249;BOTKFRCCXXX;FR;MUFG Bank, Ltd;;18 rue du Quatre Septembre;75002;PARIS;Credit institution S122;JP;MUFG Bank, Ltd.;JP0ECBM00049;Y;N;FR41249
FR41259;;FR;Bank Melli Iran;;43 AVENUE MONTAIGNE;75008;PARIS 08;Credit institution S122;IR;Bank Melli Iran;IR0ECBM00048;Y;N;FR41259
FR41329;PARBFRPHXXX;FR;BNP Paribas securities services;;3 RUE D ANTIN;75002;PARIS 02;Credit institution S122;;;;Y;N;FR41329
FR41439;BCDMFRPPXXX;FR;Banque Chaabi du Maroc;;49 AVENUE KLEBER;75116;PARIS 16;Credit institution S122;;;;Y;N;FR41439
FR41539;AGRIFRP1ACF;FR;CA Consumer Finance;;1 RUE VICTOR BASH CS 70001;91068;MASSY CEDEX;Credit institution S122;;;;Y;N;FR41539
FR41639;NBOKFRPPXXX;FR;NBK France SA;;90 AVENUE DES CHAMPS ELYSEES;75008;PARIS 08;Credit institution S122;GB;National Bank of Kuwait (International) plc;GB1905;Y;N;FR41639
FR41829;LICOFRPPXXX;FR;Al Khaliji France;;49 AVENUE GEORGE V;75008;PARIS 08;Credit institution S122;;;;Y;N;FR41829
FR41919;BNPARERXPOR;FR;BNP Paribas Réunion;;1 BOULEVARD HAUSSMANN;75009;PARIS 09;Credit institution S122;;;;Y;N;FR41919
FR42529;COFIFRCPXXX;FR;Edmond de Rothschild (France);;47 RUE DU FAUBOURG SAINT HONORE;75008;PARIS 08;Credit institution S122;;;;Y;N;FR42529
FR42559;;FR;Crédit coopératif;CS 10002;12 BOULEVARD PESARO;92024;NANTERRE CEDEX;Credit institution S122;;;;Y;N;FR42559
FR42799;MOEYFRPPMON;FR;My Money Bank;;TOUR EUROPLAZA 20 AV ANDRÉ PROTHIN;92063;PARIS LA DEFENSE CEDEX;Credit institution S122;;;;Y;N;FR42799
FR43199;;FR;Crédit Foncier de France;;19 RUE DES CAPUCINES;75001;PARIS 01;Credit institution S122;;;;Y;N;FR43199
FR43629;;FR;Société anonyme de crédit à l'industrie française (C.A.L.I.F.);;GLFI/COO/STC 189 RUE D'AUBERVILLIERS;75886;PARIS CEDEX 18;Credit institution S122;;;;Y;N;FR43629
FR43789;SIFBFRP1FIT;FR;Quilvest banque privée;;243 BOULEVARD SAINT GERMAIN;75007;PARIS 07;Credit institution S122;;;;Y;N;FR43789
FR43799;SIBLFRPPXXX;FR;CA INDOSUEZ WEALTH (FRANCE);;17 RUE DU DOCTEUR LANCEREAUX;75008;PARIS;Credit institution S122;;;;Y;N;FR43799
FR43849;;FR;Tunisian foreign bank;;19 RUE DES PYRAMIDES;75001;PARIS 01;Credit institution S122;;;;Y;N;FR43849
IT0000574292849;;IT;CREDITO COOPERATIVO CASSA RURALE ED ARTIGIANA DI PALIANO SOCIETA' COOPERATIVA;;VIALE UMBERTO I, 53;3018;PALIANO;Credit institution S122;;;;Y;N;IT0000574292849
IT0000145615260;;IT;BANCA VERSILIA LUNIGIANA E GARFAGNANA - CREDITO COOPERATIVO - SOCIETA' COOPERATIVA;;VIA MAZZINI, 80;55045;PIETRASANTA;Credit institution S122;;;;Y;N;IT0000145615260
IEC13844;;IE;Capital Credit Union Limited;DN;Pembroke Lodge, Main Street, Dundrum,;D14 PD79;Dublin;Credit institution S122;;;;Y;N;IEC13844
IEC13845;;IE;Cairde Credit Union Limited;WD;3-6 Parnell Street, Dungarvan,;X35W578;Waterford;Credit institution S122;;;;Y;N;IEC13845
IEC13848;;IE;Dunmanway Credit Union Limited;CK;Main Street, Dunmanway,;P47HV58;Cork;Credit institution S122;;;;Y;N;IEC13848
IEC13855;;IE;Enfield Credit Union Limited;MH;Main Street, Enfield,;A83 RH22;Meath;Credit institution S122;;;;Y;N;IEC13855
IEC13856;;IE;Enniscorthy Credit Union Limited;WX;Abbey Square, Enniscorthy,;Y21 H9W8;Wexford;Credit institution S122;;;;Y;N;IEC13856
IEC13857;;IE;Ennistymon and District Credit Union Limited;CE;Credit Union House, Church Street, Ennistymon,;V95 W085;Clare;Credit institution S122;;;;Y;N;IEC13857
IEC13858;;IE;Erris Credit Union Limited;MO;Upper Barrack Street, Belmullet,;F26 XD77;Mayo;Credit institution S122;;;;Y;N;IEC13858
IEC13861;;IE;Farranree Credit Union Limited;CK;114-115 Knockpogue Avenue, Farranree,;T23 A9T7;Cork;Credit institution S122;;;;Y;N;IEC13861
IEC13865;;IE;Synergy Credit Union Limited;CK;27-29 Patrick Street, Fermoy,;P61WE22;Cork;Credit institution S122;;;;Y;N;IEC13865
IEC13866;;IE;Finglas Credit Union Limited;DN;Seamus Ennis Road Finglas Dublin 11;D11 R256;Dublin;Credit institution S122;;;;Y;N;IEC13866
IEC13867;;IE;Firhouse Credit Union Limited;DN;Ballycullen Avenue, Firhouse,;D24 F9YF;Dublin;Credit institution S122;;;;Y;N;IEC13867
IEC13816;;IE;Cobh Credit Union Limited;CK;Waterfront Apartments, Harbour Row, Cobh,;P24 A710;Cork;Credit institution S122;;;;Y;N;IEC13816
IEC13869;;IE;Foyle Credit Union Limited;DL;Foyle Street, Moville,;;Co Donegal;Credit institution S122;;;;Y;N;IEC13869
IEC13871;;IE;Glanmire and District Credit Union Limited;CK;Crestfield Centre, Hazelwood, Glanmire,;T45 TY04;Cork;Credit institution S122;;;;Y;N;IEC13871
IEC13873;;IE;Goresbridge Credit Union Limited;KY;High Street, Goresbridge,;R95 Y583;Kilkenny;Credit institution S122;;;;Y;N;IEC13873
IEC13874;;IE;Altura Credit Union Limited;WX;McDermott Street, Gorey,;Y25 XV05;Wexford;Credit institution S122;;;;Y;N;IEC13874
IEC13875;;IE;Granard Credit Union Limited;LD;Barrack Street, Granard,;N39 Y281;Longford;Credit institution S122;;;;Y;N;IEC13875
IEC13877;;IE;Greystones and District Credit Union Limited;WW;Credit Union House, Church Road, Greystones,;A63 FC67;Wicklow;Credit institution S122;;;;Y;N;IEC13877
IEC13878;;IE;Gurranabraher Credit Union Limited;CK;Bakers Road, Cork,;T23 AW26;Cork;Credit institution S122;;;;Y;N;IEC13878
IEC13881;;IE;Health Services Staffs Credit Union Limited;DN;5 High Street, Christchurch,;D08 X7T;Dublin;Credit institution S122;;;;Y;N;IEC13881
IEC13888;;IE;Kanturk Credit Union Limited;CK;Clock House, Strand Street, Kanturk,;PH1H993;Cork;Credit institution S122;;;;Y;N;IEC13888
IEC13889;;IE;Kilcloon Parish and District Credit Union Limited;KE;The Square, Kilcock,;W23Y016;Kildare;Credit institution S122;;;;Y;N;IEC13889
IEC13892;;IE;Kildare Credit Union Limited;KE;Rea House, Bride Street, Kildare Town,;R51 KF44;Kildare;Credit institution S122;;;;Y;N;IEC13892
IEC13893;;IE;Killarney Credit Union Limited;KR;Beech Road, Killarney,;V93 XR5V;Kerry;Credit institution S122;;;;Y;N;IEC13893
IEC13895;;IE;Ballyshannon & Killybegs Credit Union Limited;DL;Main Street, Killybegs,;F94 A266;Donegal;Credit institution S122;;;;Y;N;IEC13895
IEC13896;;IE;Kilmallock Credit Union Limited;LK;Lord Edward Street, Kilmallock;V35YP20;Limerick;Credit institution S122;;;;Y;N;IEC13896
IEC13897;;IE;Kilnamanagh Credit Union Limited;DN;Treepark Road, Kilnamanagh,;D24 CX43;Dublin;Credit institution S122;;;;Y;N;IEC13897
IEC27184;;IE;Crédit Suisse (Luxembourg) SA;;Kilmore House Park Lane Spencer Dock;D01 XN99;Dublin;Credit institution S122;LU;Crédit Suisse (Luxembourg) S.A.;LUB00078;Y;N;IEC27184
BE0670848040;;BE;Hoist Finance AB;;Kardinaal Mercierplein, 2;2800;Mechelen;Credit institution S122;SE;Hoist Finance AB (publ);SE5560128489;Y;N;BE0670848040
LT304739874;JCKULT21XXX;LT;Jungtinė centrinė kredito unija;;Ukmergės g. 223-4;LT-07156;Vilniaus m. sav. Vilniaus m.;Credit institution S122;;;;Y;N;LT304739874
BE0685497713;;BE;CREDIT FONCIER ET COMMUNAL D'ALSACE ET DE LORRAINE-BANQUE;;Koloniënstraat, 11;1000;Bruxelles;Credit institution S122;FR;Crédit foncier et communal d'Alsace et de Lorraine-Banque;FR15149;Y;N;BE0685497713
DE05896;;DE;Hoist Finance AB (publ) Niederlassung Deutschland;;Philosophenweg 51;47051;Duisburg;Credit institution S122;SE;Hoist Finance AB (publ);SE5560128489;Y;N;DE05896
FR16908;;FR;Ma French Bank;;115 RUE DE SÈVRES;75275;Paris Cedex 06;Credit institution S122;;;;Y;N;FR16908
LT304772963;;LT;Kredito unija „Neris“;;Jogailos g. 4;LT-01116;Vilniaus m. sav. Vilniaus m.;Credit institution S122;;;;Y;N;LT304772963
NL2698220;;NL;Hoist Finance AB;;Amstelveenseweg 760;1081 JK;AMSTERDAM;Credit institution S122;SE;Hoist Finance AB (publ);SE5560128489;Y;N;NL2698220
LUB00403;BSCHLULLXXX;LU;BANCO SANTANDER (BRASIL) S.A., LUXEMBOURG BRANCH;;35F AVENUE JOHN F. KENNEDY;L-1855;Luxembourg;Credit institution S122;BR;Banco Santander (Brasil) S.A.;BR0ECBM00706;Y;N;LUB00403
FR20433;;FR;N26 BANK GMBH;;;;;Credit institution S122;DE;N26 Bank GmbH;DE05889;Y;N;FR20433
IEMLCMBX;;IE;Bank of America Europe Designated Activity Company;DN;Central Park, Leopardstown;D18 N924;Dublin;Credit institution S122;;;;Y;N;IEMLCMBX
IERABNED;;IE;Coöperatieve Rabobank U.A;DN;Charlemont Place;D02 PY86;Dublin;Credit institution S122;NL;Coöperatieve Rabobank U.A.;NL600;Y;N;IERABNED
IESCOTIA;NOSCIE2X;IE;Scotiabank (Ireland) Designated Activity Company;;I.F.S.C. House, Custom House Quay;D01 R2P9;Dublin;Credit institution S122;;;;Y;N;IESCOTIA
IESGXXXX;;IE;Société Générale SA;DN;3rd Floor, IFSC House, IFSC;D01 R2P9;Dublin;Credit institution S122;FR;Société générale S.A.;FR30003;Y;N;IESGXXXX
IESPBANK;;IE;Intesa Sanpaolo Bank Ireland plc;;2nd Floor International House 3 Harbour Master Place;D01 K8F1;Dublin;Credit institution S122;;;;Y;N;IESPBANK
IEUIBXXX;;IE;Ulster Bank Ireland Designated Activity Company;DN;Ulster Bank Head Office, Block B, Central Park, Leopardstown;D18 N153;Dublin;Credit institution S122;;;;Y;N;IEUIBXXX
IT0002733874564;BNLIITRRXXX;IT;BANCA NAZIONALE DEL LAVORO S.P.A. (IN FORMA CONTRATTA BNL S.P.A.);;VIALE ALTIERO SPINELLI, 30;157;ROMA;Credit institution S122;;;;Y;N;IT0002733874564
IT0000865027966;;IT;BANCO DI SARDEGNA S.P.A.;;VIALE BONARIA, 33;9125;CAGLIARI;Credit institution S122;;;;Y;N;IT0000865027966
IT0000203426147;PASCITMMXXX;IT;BANCA MONTE DEI PASCHI DI SIENA S.P.A.;;PIAZZA SALIMBENI, 3;53100;SIENA;Credit institution S122;;;;Y;N;IT0000203426147
IT0000102484824;UNCRITMMXXX;IT;UNICREDIT, SOCIETA' PER AZIONI;;PIAZZA GAE AULENTI, 3 TOWER  A;20154;MILANO;Credit institution S122;;;;Y;N;IT0000102484824
IT0000364341654;FEBIITM2XXX;IT;FINECOBANK BANCA FINECO S.P.A. (IN BREVE FINECOBANK S.P.A. OVVERO BANCA FINECO S.P.A. OVVERO FINECO BANCA S.P.A.);;PIAZZALE DURANTE FRANCESCO, 11;20131;MILANO;Credit institution S122;;;;Y;N;IT0000364341654
IT0000710833803;PROFITMM001;IT;BANCA PROFILO S.P.A. (OVVERO PROFILOBANK S.P.A.);;VIA CERVA, 28;20122;MILANO;Credit institution S122;;;;Y;N;IT0000710833803
IT0000270254364;CROPITRRXXX;IT;DEXIA CREDIOP S.P.A.;;VIA ANTONIO SALANDRA, 18;187;ROMA;Credit institution S122;;;;Y;N;IT0000270254364
IT0000126876530;BACRIT22XXX;IT;CREDITO EMILIANO S.P.A.;;VIA EMILIA S. PIETRO, 4;42121;REGGIO NELL'EMILIA;Credit institution S122;;;;Y;N;IT0000126876530
IT0000671441052;CSFBITMMXXX;IT;CREDIT SUISSE AG;;VIA SANTA MARGHERITA, 3;20121;MILANO;Credit institution S122;CH;Credit Suisse AG;CH0ECBM00012;Y;N;IT0000671441052
IT0000300865080;;IT;BANCA INVESTIS S.P.A. GIÀ BANCA INTERMOBILIARE DI INVESTIMENTI E GESTIONI SOCIETA' PER AZIONI;;VIA SAN DALMAZZO, 15;10122;TORINO;Credit institution S122;;;;Y;N;IT0000300865080
IT0000422149578;;IT;BANCA AKROS S.P.A.;;VIALE EGINARDO, 29;20149;MILANO;Credit institution S122;;;;Y;N;IT0000422149578
IT0000918181954;;IT;BANCA CAPASSO ANTONIO - S.P.A.;;VIA VENTI SETTEMBRE, 30;187;ROMA;Credit institution S122;;;;Y;N;IT0000918181954
IT0000100240817;BDCPITTTXXX;IT;BANCA DEL PIEMONTE S.P.A.;;VIA CERNAIA, 7;10121;TORINO;Credit institution S122;;;;Y;N;IT0000100240817
IT0001052422427;;IT;BAYERISCHE LANDESBANK;;VIA DELLA MOSCOVA, 3;20121;MILANO;Credit institution S122;DE;Bayerische Landesbank;DE00317;Y;N;IT0001052422427
IT0000732456981;MICSITM1XXX;IT;CHEBANCA! S.P.A.;;VIIALE LUIGI BODIO,  37;20158;MILANO;Credit institution S122;;;;Y;N;IT0000732456981
IT0000217472416;MEDBITMMXXX;IT;BANCA MEDIOLANUM S.P.A.;;VIA SFORZA F., 15;20079;BASIGLIO;Credit institution S122;;;;Y;N;IT0000217472416
IT0000101262255;BCITITMMXXX;IT;INTESA SANPAOLO S.P.A.;;PIAZZA SAN CARLO, 156;10121;TORINO;Credit institution S122;;;;Y;N;IT0000101262255
IT0001305100760;BHBEIT21XXX;IT;BHW BAUSPARKASSE AG;;GALLERIA STELLA, 4;39100;BOLZANO-BOZEN;Credit institution S122;DE;BHW Bausparkasse Aktiengesellschaft;DE07825;Y;N;IT0001305100760
IT0000835701279;BGENIT2TXXX;IT;BANCA GENERALI - SOCIETA' PER AZIONI (IN FORMA ABBREVIATA GENERBANCA);;VIA MACHIAVELLI, 4;34132;TRIESTE;Credit institution S122;;;;Y;N;IT0000835701279
IT0000532321047;;IT;UNICREDIT BANK AG;;PIAZZA GAE AULENTI, 4 TORRE C;20154;MILANO;Credit institution S122;DE;UniCredit Bank AG;DE00008;Y;N;IT0000532321047
IT0003702705552;;IT;BANCA CESARE PONTI S.P.A.;;PIAZZA DEL DUOMO, 19;20121;MILANO;Credit institution S122;;;;Y;N;IT0003702705552
IT0000100008675;FNATITRRXXX;IT;BANCA FINNAT EURAMERICA S.P.A. (IN FORMA ABBREVIATA BANCA FINNAT S.P.A. OVVERO BANCA EURAMERICA S.P.A.);;PIAZZA DEL GESU', 49;186;ROMA;Credit institution S122;;;;Y;N;IT0000100008675
IT0001192121400;CRESITMMXXX;IT;CREDIT SUISSE (ITALY) S.P.A.;;VIA SANTA MARGHERITA, 3;20121;MILANO;Credit institution S122;;;;Y;N;IT0001192121400
IT0001292854901;BKCHITMMXXX;IT;BANK OF CHINA LIMITED - FILIALE DI MILANO O IN FORMA ABBREVIATA BANK OF CHINA - FILIALE DI MILANO;;VIA SANTA MARGHERITA, 14/16;20121;MILANO;Credit institution S122;CN;Bank of China Limited;CN0ECBM00014;Y;N;IT0001292854901
IT0001198963145;COBAITMMTMA;IT;COMMERZBANK AG;;CORSO EUROPA 2;20122;MILANO;Credit institution S122;DE;COMMERZBANK Aktiengesellschaft;DE00003;Y;N;IT0001198963145
IT0001627501111;;IT;AAREAL BANK AG;;VIA SAVERIO MERCADANTE, 12/14;198;ROMA;Credit institution S122;DE;Aareal Bank AG;DE03472;Y;N;IT0001627501111
IT0000772835545;;IT;BANCA ALETTI S.P.A.;;CORSO MATTEOTTI 2A;20121;MILANO;Credit institution S122;;;;Y;N;IT0000772835545
IT0001286988757;;IT;RCI BANQUE S.A.;;VIA TIBURTINA, 1159;156;ROMA;Credit institution S122;FR;RCI Banque;FR11188;Y;N;IT0001286988757
FR11706;AGRIFRCC817;FR;Caisse régionale de crédit agricole mutuel Charente-Maritime Deux-Sèvres;;14 RUE LOUIS TARDY;17140;LAGORD;Credit institution S122;;;;Y;N;FR11706
FR11808;;FR;Banque fédérative du crédit mutuel;BP 412;4 RUE FREDERIC;67100;STRASBOURG;Credit institution S122;;;;Y;N;FR11808
